,dates,txs
812,2020-05-25,100
813,2020-05-26,85
814,2020-05-27,66
815,2020-05-28,71
816,2020-05-29,105
817,2020-05-30,92
818,2020-05-31,106
819,2020-06-01,86
820,2020-06-02,286
821,2020-06-03,230
822,2020-06-04,70
823,2020-06-05,103
824,2020-06-06,59
825,2020-06-07,54
826,2020-06-08,73
827,2020-06-09,82
828,2020-06-10,66
829,2020-06-11,78
830,2020-06-12,93
831,2020-06-13,103
832,2020-06-14,90
833,2020-06-15,113
834,2020-06-16,102
835,2020-06-17,80
836,2020-06-18,92
837,2020-06-19,164
838,2020-06-20,118
839,2020-06-21,62
840,2020-06-22,100
841,2020-06-23,125
842,2020-06-24,84
843,2020-06-25,96
844,2020-06-26,71
845,2020-06-27,97
846,2020-06-28,87
847,2020-06-29,99
848,2020-06-30,87
